,Last,First,Play Time,Minutes,Seconds,Goals,Shots,Action Goals,Action Shots,Center Goals,Center Shots,Drive Goals,Drive Shots,Extra Goals,Extra Shots,Foul Goals,Foul Shots,6MF Goals,6MF Shots,PS Goals,PS Shots,CA Goals,CA Shots,TF,ST,RB,BL,SP Won,SP Attempts,CP EX,FP EX,DS EX,M6 EX,CS EX,DE,P EX,Total EX,Team,Opponent,Outcome,stat_type,Match Number,Ref 1,Ref 2
1079,DEDOVIC,Nikola,16:42,16.0,42.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,2.0,1.0,,,,,,3.0,SRB,GRE,W,Player,42,GOLDENBERG,BUCH JUANOLA
1080,RANDELOVIC,Sava,11:51,11.0,51.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,3.0,,,,,,,3.0,SRB,GRE,W,Player,42,GOLDENBERG,BUCH JUANOLA
1081,LAZIC,Dorde,10:06,10.0,6.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,SRB,GRE,W,Player,42,GOLDENBERG,BUCH JUANOLA
1082,PIJETLOVIC,Dusko,17:44,17.0,44.0,2.0,5.0,,,1.0,3.0,,,1.0,2.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,0.0,SRB,GRE,W,Player,42,GOLDENBERG,BUCH JUANOLA
1083,RASOVIC,Strahin a,23:31,23.0,31.0,0.0,4.0,0.0,3.0,,,,,0.0,1.0,,,,,,,,,,1.0,,,1.0,3.0,,,,,,,,0.0,SRB,GRE,W,Player,42,GOLDENBERG,BUCH JUANOLA
1084,ALEKSIC,Milan,12:39,12.0,39.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,1.0,,1.0,2.0,,,3.0,,,,,,,3.0,SRB,GRE,W,Player,42,GOLDENBERG,BUCH JUANOLA
1085,JAKSIC,Nikola,12:20,12.0,20.0,3.0,3.0,1.0,1.0,,,,,2.0,2.0,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,2.0,SRB,GRE,W,Player,42,GOLDENBERG,BUCH JUANOLA
1086,FILIPOVIC,Filip,21:45,21.0,45.0,2.0,3.0,1.0,2.0,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,,1.0,,,,,,,1.0,SRB,GRE,W,Player,42,GOLDENBERG,BUCH JUANOLA
1087,PRLAINOVIC,Andri a,23:06,23.0,6.0,3.0,4.0,0.0,1.0,1.0,1.0,,,1.0,1.0,,,,,1.0,1.0,,,1.0,1.0,2.0,,,,1.0,1.0,,,,,,2.0,SRB,GRE,W,Player,42,GOLDENBERG,BUCH JUANOLA
1088,MITROVIC,Stefan,17:42,17.0,42.0,0.0,1.0,,,,,,,0.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,0.0,SRB,GRE,W,Player,42,GOLDENBERG,BUCH JUANOLA
1089,MITROVIC,Branislav,32:00,32.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,SRB,GRE,W,Player,42,GOLDENBERG,BUCH JUANOLA
1090,,,,,,13.0,29.0,3.0,13.0,2.0,4.0,,,6.0,9.0,0.0,1.0,,,2.0,2.0,,,6.0,3.0,8.0,6.0,1.0,4.0,14.0,3.0,,,,,,17.0,SRB,GRE,W,Team,42,GOLDENBERG,BUCH JUANOLA
