,Last,First,Play Time,Minutes,Seconds,Goals,Shots,Action Goals,Action Shots,Center Goals,Center Shots,Drive Goals,Drive Shots,Extra Goals,Extra Shots,Foul Goals,Foul Shots,6MF Goals,6MF Shots,PS Goals,PS Shots,CA Goals,CA Shots,TF,ST,RB,BL,SP Won,SP Attempts,CP EX,FP EX,DS EX,M6 EX,CS EX,DE,P EX,Total EX,Team,Opponent,Outcome,stat_type,Tournament
167,BANICEVIC,Dusan,8:22,8,22,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,MNE,ESP,0,Player,OLY2020
168,,,,,,6,27,1,16,0,1,,,4,8,0,1,,,,,1,1,2,7,4,3,1,4,8,,,,,,1,9,MNE,ESP,0,Team,OLY2020
169,LOPEZ PINEDO,Daniel,32:00:00,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,ESP,MNE,1,Player,OLY2020
170,MUNARRIZ EGANA,Alberto,26:33:00,26,33,1,4,1,4,,,,,,,,,,,,,,,,1,3,,,,1,,,,,,,1,ESP,MNE,1,Player,OLY2020
171,GRANADOS ORTEGA,Alvaro,23:44,23,44,2,6,0,3,,,,,1,2,,,,,1,1,,,1,5,1,,0,1,,,,,1,,,1,ESP,MNE,1,Player,OLY2020
172,SANAHUJA,Bernat,9:35,9,35,2,2,2,2,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,1,ESP,MNE,1,Player,OLY2020
173,de TORO DOMINGUEZ,Miguel,15:22,15,22,,,,,,,,,,,,,,,,,,,2,,,1,,,1,,,,,,,1,ESP,MNE,1,Player,OLY2020
174,LARUMBE GONFAUS,Marc,25:24:00,25,24,0,1,0,1,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,0,ESP,MNE,1,Player,OLY2020
175,FAMERA,Martin,17:28,17,28,1,1,,,,,,,1,1,,,,,,,,,,1,,1,2,2,1,,,,,,,1,ESP,MNE,1,Player,OLY2020
176,FERNANDEZ MIRANDA,Francisco,14:30,14,30,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,ESP,MNE,1,Player,OLY2020
177,TAHULL COMPTE,Roger,13:11,13,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,ESP,MNE,1,Player,OLY2020
178,PERRONE ROCHA,Felipe,26:43:00,26,43,0,6,0,4,,,,,0,2,,,,,,,,,,1,1,,,,,,,,1,,,1,ESP,MNE,1,Player,OLY2020
179,MALLARACH GUELL,Blai,10:23,10,23,2,4,0,1,,,,,2,2,,,,,,,0,1,,,,,,,,1,,,,,,1,ESP,MNE,1,Player,OLY2020
180,BUSTOS SANCHEZ,Ale andro,9:07,9,7,0,1,,,,,,,0,1,,,,,,,,,,1,1,,,,2,,,,,,,2,ESP,MNE,1,Player,OLY2020
181,,,,,,8,25,3,15,,,,,4,8,,,,,1,1,0,1,6,12,9,2,3,4,6,1,,,2,,,9,ESP,MNE,1,Team,OLY2020
182,MEDVEDEV,Yevgeniy,19:19,19,19,2,4,1,3,,,,,,,,,,,1,1,,,,,,,,,1,,,,,,,1,KAZ,SRB,0,Player,OLY2020
183,AUBAKIROV,Miras,13:13,13,13,0,1,,,,,,,0,1,,,,,,,,,,1,,1,0,2,,,,,,,,0,KAZ,SRB,0,Player,OLY2020
184,MARKOVIC,Dusan,18:46,18,46,1,4,1,4,,,,,,,,,,,,,,,,1,,,,,1,,,,1,,,2,KAZ,SRB,0,Player,OLY2020
185,SHMIDER,Alexey,14:57,14,57,0,2,0,2,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,1,KAZ,SRB,0,Player,OLY2020
186,ARTYUKH,Danil,6:52,6,52,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,KAZ,SRB,0,Player,OLY2020
187,SHAKENOV,Murat,21:49,21,49,0,2,,,0,1,,,0,1,,,,,,,,,,1,,,1,1,1,,,1,,,,2,KAZ,SRB,0,Player,OLY2020
188,VUKSANOVIC,Srdan,27:06:00,27,6,2,7,0,2,,,,,2,3,,,,,,,0,2,,2,1,,,,1,,,,,,,1,KAZ,SRB,0,Player,OLY2020
189,UKUMANOV,Rustam,20:57,20,57,0,2,0,1,,,,,0,1,,,,,,,,,,,,,,,1,,,,1,,,2,KAZ,SRB,0,Player,OLY2020
190,RUDAY,Mikhail,15:26,15,26,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,0,KAZ,SRB,0,Player,OLY2020
191,ALTAYEV,Altay,16:23,16,23,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,0,KAZ,SRB,0,Player,OLY2020
192,SHVEDOV,Stanislav,17:12,17,12,0,1,0,1,,,,,,,,,,,,,,,,2,1,,1,1,2,,,,,,,2,KAZ,SRB,0,Player,OLY2020
193,LIPILIN,Pavel,32:00:00,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,KAZ,SRB,0,Player,OLY2020
194,,,,,,5,23,2,13,0,1,,,2,6,,,,,1,1,0,2,7,7,3,1,2,4,9,,,1,2,,,12,KAZ,SRB,0,Team,OLY2020
195,MANDIC,Dusan,16:05,16,5,2,4,1,1,,,1,1,,,0,2,,,,,,,,2,1,,,,1,,,,,,,1,SRB,KAZ,1,Player,OLY2020
196,DEDOVIC,Nikola,23:09,23,9,1,1,1,1,,,,,,,,,,,,,,,2,1,,,0,1,2,,,,,,,2,SRB,KAZ,1,Player,OLY2020
197,RANDELOVIC,Sava,13:20,13,20,1,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,SRB,KAZ,1,Player,OLY2020
198,LAZIC,Dorde,18:36,18,36,1,2,,,0,1,,,1,1,,,,,,,,,3,1,1,1,,,,,,,,,,0,SRB,KAZ,1,Player,OLY2020
199,PIJETLOVIC,Dusko,12:09,12,9,4,4,,,2,2,,,2,2,,,,,,,,,2,,,,,,,,,1,,,,1,SRB,KAZ,1,Player,OLY2020
200,RASOVIC,Strahin a,26:32:00,26,32,3,6,1,4,,,,,1,1,,,,,,,1,1,,1,,,1,2,1,,,,,,,1,SRB,KAZ,1,Player,OLY2020
201,ALEKSIC,Milan,16:57,16,57,1,1,,,,,,,1,1,,,,,,,,,,,1,,,,1,,,1,,,,2,SRB,KAZ,1,Player,OLY2020
202,JAKSIC,Nikola,15:07,15,7,1,1,,,,,,,1,1,,,,,,,,,,2,,1,,,1,,,,,,1,2,SRB,KAZ,1,Player,OLY2020
203,FILIPOVIC,Filip,16:38,16,38,1,4,0,1,,,,,0,1,,,,,,,1,2,,2,,1,1,1,1,,,,,,,1,SRB,KAZ,1,Player,OLY2020
204,PRLAINOVIC,Andri a,12:09,12,9,2,3,0,1,,,,,2,2,,,,,,,,,,1,,,,,,,,,,,,0,SRB,KAZ,1,Player,OLY2020
205,MITROVIC,Stefan,21:18,21,18,2,3,1,1,0,1,,,1,1,,,,,,,,,,2,,1,,,,,,,,,,0,SRB,KAZ,1,Player,OLY2020
206,,,,,,19,30,5,10,2,4,1,1,9,10,0,2,,,,,2,3,7,14,3,4,2,4,8,,,2,,,1,11,SRB,KAZ,1,Team,OLY2020
207,HRYSANTHOS,Anthony,32:00:00,32,0,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,AUS,CRO,1,Player,OLY2020
208,CAMPBELL,Richard,26:22:00,26,22,3,5,1,2,,,,,2,3,,,,,,,,,,,,,,,,1,,,,,,1,AUS,CRO,1,Player,OLY2020
209,FORD,George,9:45,9,45,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,2,AUS,CRO,1,Player,OLY2020
210,TOMASEVIC,Goran,9:27,9,27,0,2,,,0,1,,,0,1,,,,,,,,,1,,,,,,,1,,,,,,1,AUS,CRO,1,Player,OLY2020
211,POWER,Nathan,16:41,16,41,1,4,,,0,1,,,1,3,,,,,,,,,,1,1,,,,1,,,,,,,1,AUS,CRO,1,Player,OLY2020
212,EDWARDS,Lachlan Robert,12:29,12,29,0,1,0,1,,,,,,,,,,,,,,,1,1,,,,,2,1,,,,,,3,AUS,CRO,1,Player,OLY2020
213,ROACH,Aidan,23:57,23,57,1,1,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,1,2,AUS,CRO,1,Player,OLY2020
214,YOUNGER,Aaron,28:21:00,28,21,1,6,1,2,,,,,0,3,0,1,,,,,,,,1,,1,,,,,,,,,1,1,AUS,CRO,1,Player,OLY2020
215,FORD,Andrew,12:57,12,57,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,AUS,CRO,1,Player,OLY2020
216,PUTT,Timothy Francis,13:33,13,33,1,2,1,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,AUS,CRO,1,Player,OLY2020
217,HOWDEN,Rhys,23:53,23,53,1,4,0,2,,,,,1,2,,,,,,,,,,,1,,3,4,1,1,,,,,,2,AUS,CRO,1,Player,OLY2020
218,EDWARDS,Blake,14:35,14,35,2,2,,,,,,,1,1,1,1,,,,,,,,1,2,,,,,,,,,,,0,AUS,CRO,1,Player,OLY2020
219,,,,,,11,29,5,12,0,2,,,5,13,1,2,,,,,,,4,5,5,2,3,4,6,5,,,2,,2,15,AUS,CRO,1,Team,OLY2020
220,BIJAC,Marko,32:00:00,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,CRO,AUS,0,Player,OLY2020
221,MACAN,Marko,8:14,8,14,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,2,CRO,AUS,0,Player,OLY2020
222,FATOVIC,Loren,23:07,23,7,2,4,0,2,,,,,2,2,,,,,,,,,1,,1,,,,,1,,,,,,1,CRO,AUS,0,Player,OLY2020
223,LONCAR,Luka,16:08,16,8,0,1,0,1,,,,,,,,,,,,,,,1,,1,1,,,1,,,,,,,1,CRO,AUS,0,Player,OLY2020
224,JOKOVIC,Maro,25:15:00,25,15,3,5,0,1,,,,,0,1,,,,,2,2,1,1,,1,1,,,,,,,,,,,0,CRO,AUS,0,Player,OLY2020
225,BUKIC,Luka,22:53,22,53,2,5,1,3,,,,,1,2,,,,,,,,,,,1,,1,2,1,1,,,,,,2,CRO,AUS,0,Player,OLY2020
226,VUKICEVIC,Ante,18:48,18,48,0,5,0,2,,,,,0,3,,,,,,,,,,1,1,,,,,1,,,,,,1,CRO,AUS,0,Player,OLY2020
227,BUSLJE,Andro,11:52,11,52,0,1,0,1,,,,,,,,,,,,,,,,1,,,,,1,1,,,,,,2,CRO,AUS,0,Player,OLY2020
228,MILOS,Lovre,13:09,13,9,0,2,0,1,,,,,0,1,,,,,,,,,,1,,,0,2,,,,,,,,0,CRO,AUS,0,Player,OLY2020
229,VRLIC,Josip,15:34,15,34,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,,,2,CRO,AUS,0,Player,OLY2020
230,OBRADOVIC,Paulo,15:08,15,8,1,2,0,1,,,,,1,1,,,,,,,,,2,,1,,,,1,,,,,,,1,CRO,AUS,0,Player,OLY2020
231,GARCIA GADEA,Javier,21:52,21,52,0,1,0,1,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,CRO,AUS,0,Player,OLY2020
232,,,,,,8,26,1,13,,,,,4,10,,,,,2,2,1,1,5,5,7,1,1,4,7,6,,,,,,13,CRO,AUS,0,Team,OLY2020
233,Del LUNGO,Marco,32:00:00,32,0,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,0,ITA,GRE,0,Player,OLY2020
234,Di FULVIO,Francesco,28:17:00,28,17,0,3,0,1,,,,,,,0,2,,,,,,,1,,2,3,2,2,1,,,,,,,1,ITA,GRE,0,Player,OLY2020
235,LUONGO,Stefano,14:28,14,28,1,4,1,1,,,,,0,3,,,,,,,,,,,,,,,,,,,,,,0,ITA,GRE,0,Player,OLY2020
236,FIGLIOLI,Pietro,24:34:00,24,34,2,10,0,6,,,,,1,3,,,,,1,1,,,,,,1,2,2,,,,,,,,0,ITA,GRE,0,Player,OLY2020
237,PRESCIUTTI,Nicholas,15:43,15,43,0,1,0,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,ITA,GRE,0,Player,OLY2020
238,VELOTTO,Alessandro,10:52,10,52,0,1,0,1,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,1,ITA,GRE,0,Player,OLY2020
239,RENZUTO IODICE,Vincenzo,14:20,14,20,0,3,,,,,,,0,2,0,1,,,,,,,,,1,,,,2,,,,,,,2,ITA,GRE,0,Player,OLY2020
240,ECHENIQUE,Gonzalo,26:39:00,26,39,1,4,0,2,,,,,1,2,,,,,,,,,,2,2,1,,,,,,,,,,0,ITA,GRE,0,Player,OLY2020
241,FIGARI,Niccolo,10:40,10,40,0,1,,,,,,,0,1,,,,,,,,,1,,,,,,,1,,,,,,1,ITA,GRE,0,Player,OLY2020
242,BODEGAS,Michael Alexandre,15:59,15,59,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,0,ITA,GRE,0,Player,OLY2020
243,AICARDI,Matteo,16:01,16,1,2,3,,,2,2,,,0,1,,,,,,,,,,,,2,,,,,,,,,,0,ITA,GRE,0,Player,OLY2020
244,DOLCE,Vincenzo,14:27,14,27,0,1,,,,,,,0,1,,,,,,,,,1,,,1,,,,1,,,,,,1,ITA,GRE,0,Player,OLY2020
245,,,,,,6,31,1,12,2,2,,,2,13,0,3,,,1,1,,,7,5,6,9,4,4,4,3,,,,,,7,ITA,GRE,0,Team,OLY2020
246,ZERDEVAS,Emmanouil,32:00:00,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,GRE,ITA,1,Player,OLY2020
247,GENIDOUNIAS,Konstantinos,28:44:00,28,44,1,6,0,3,,,,,0,1,1,2,,,,,,,,,2,2,0,1,1,1,,,1,,,3,GRE,ITA,1,Player,OLY2020
248,SKOUMPAKIS,Dimitrios,15:39,15,39,0,2,0,2,,,,,,,,,,,,,,,,,,2,,,,,,,,,,0,GRE,ITA,1,Player,OLY2020
249,KAPOTSIS,Marios,17:59,17,59,1,3,1,3,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,0,GRE,ITA,1,Player,OLY2020
250,FOUNTOULIS,Ioannis,24:22:00,24,22,0,5,0,3,,,,,0,2,,,,,,,,,,,1,,,,2,,,1,,,,3,GRE,ITA,1,Player,OLY2020
251,PAPANASTASIOU,Alexandros,24:50:00,24,50,1,3,1,2,,,,,0,1,,,,,,,,,,1,1,1,0,2,,1,,,,,1,2,GRE,ITA,1,Player,OLY2020
252,DERVISIS,Georgios,8:33,8,33,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,GRE,ITA,1,Player,OLY2020
253,ARGYROPOULOS KANAKAKIS,Stylianos,21:48,21,48,1,6,0,3,,,,,1,1,0,2,,,,,,,,1,,,0,1,,1,,,,,,1,GRE,ITA,1,Player,OLY2020
254,MOURIKIS,Konstantinos,10:26,10,26,1,3,,,0,1,,,1,2,,,,,,,,,,1,,,,,1,1,,,,,,2,GRE,ITA,1,Player,OLY2020
255,KOLOMVOS,Christodoulos,14:16,14,16,0,1,,,0,1,,,,,,,,,,,,,,2,,,,,,,,,,,,0,GRE,ITA,1,Player,OLY2020
256,GKIOUVETSIS,Konstantinos,1:35,1,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,GRE,ITA,1,Player,OLY2020
257,VLACHOPOULOS,Angelos,23:48,23,48,1,1,,,,,,,,,1,1,,,,,,,,,1,,,,2,1,,,,,,3,GRE,ITA,1,Player,OLY2020
258,,,,,,6,30,2,16,0,2,,,2,7,2,5,,,,,,,1,5,6,6,0,4,7,5,,1,1,,1,15,GRE,ITA,1,Team,OLY2020
259,TANAMURA,Katsuyuki,32:00:00,32,0,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,0,JPN,HUN,0,Player,OLY2020
260,ADACHI,Seiya,24:38:00,24,38,,,,,,,,,,,,,,,,,,,,,,,0,2,,1,,,,,1,2,JPN,HUN,0,Player,OLY2020
261,KOPPU,Harukiirario,24:19:00,24,19,1,4,0,2,1,1,,,0,1,,,,,,,,,,,3,,,,,,,,,,,0,JPN,HUN,0,Player,OLY2020
262,SHIGA,Mitsuaki,20:47,20,47,0,1,0,1,,,,,,,,,,,,,,,,,,,0,1,1,1,,1,,,,3,JPN,HUN,0,Player,OLY2020
263,YOSHIDA,Takuma,20:11,20,11,2,5,1,4,,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,0,JPN,HUN,0,Player,OLY2020
264,SUZUKI,Toi,9:00,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,JPN,HUN,0,Player,OLY2020
265,SHIMIZU,Yusuke,6:18,6,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,JPN,HUN,0,Player,OLY2020
266,TAKATA,Mitsuru,11:01,11,1,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,JPN,HUN,0,Player,OLY2020
267,ARAI,Atsushi,24:15:00,24,15,1,5,0,1,,,,,1,2,0,1,,,,,0,1,,,,,0,1,,1,,,,,1,2,JPN,HUN,0,Player,OLY2020
268,INABA,Yusuke,24:31:00,24,31,3,10,1,6,,,,,2,4,,,,,,,,,,,1,,,,,,,,,,,0,JPN,HUN,0,Player,OLY2020
269,OKAWA,Keigo,19:25,19,25,3,6,2,4,,,0,1,,,,,,,,,1,1,,,1,,,,,1,,,,,,1,JPN,HUN,0,Player,OLY2020
270,ARAKI,Kenta,7:35,7,35,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,JPN,HUN,0,Player,OLY2020
271,,,,,,11,35,5,22,1,1,0,1,3,7,1,2,,,,,1,2,1,3,6,,0,4,1,5,,1,,,2,9,JPN,HUN,0,Team,OLY2020
272,NAGY,Viktor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,HUN,JPN,1,Player,OLY2020
273,ANGYAL,Daniel,17:46,17,46,2,4,,,1,2,,,1,2,,,,,,,,,,1,1,1,,,1,,,,1,,,2,HUN,JPN,1,Player,OLY2020
274,MANHERCZ,Krisztian,19:55,19,55,1,2,,,,,,,1,1,,,,,0,1,,,,1,1,,1,1,,,,,,,,0,HUN,JPN,1,Player,OLY2020
275,ZALANKI,Gergo,25:42:00,25,42,4,4,2,2,,,,,1,1,,,,,,,1,1,1,1,1,1,1,1,,,,,,,,0,HUN,JPN,1,Player,OLY2020
276,VAMOS,Marton,20:58,20,58,2,5,0,3,,,,,1,1,,,,,1,1,,,,,,1,,,,1,,,1,,,2,HUN,JPN,1,Player,OLY2020
277,HOSNYANSZKY,Norbert,15:13,15,13,0,2,0,1,,,,,,,0,1,,,,,,,,1,,1,,,,,,,,,,0,HUN,JPN,1,Player,OLY2020
278,PASZTOR,Matyas,19:02,19,2,1,1,,,,,,,1,1,,,,,,,,,,,1,2,,,,1,,,,,,1,HUN,JPN,1,Player,OLY2020
279,JANSIK,Szilard,16:54,16,54,0,3,,,0,2,,,,,0,1,,,,,,,1,2,1,,1,1,,1,,,,,,1,HUN,JPN,1,Player,OLY2020
280,ERDELYI,Balazs,20:32,20,32,3,5,1,3,,,1,1,1,1,,,,,,,,,,1,1,,1,1,,,,,,,,0,HUN,JPN,1,Player,OLY2020
281,VARGA,Denes,22:00,22,0,1,3,0,2,1,1,,,,,,,,,,,,,,1,1,,,,,,,,1,,,1,HUN,JPN,1,Player,OLY2020
282,HARAI,Balazs,13:58,13,58,2,4,0,1,2,3,,,,,,,,,,,,,2,,1,,,,,,,,2,,,2,HUN,JPN,1,Player,OLY2020
283,VOGEL,Soma,32:00:00,32,0,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,HUN,JPN,1,Player,OLY2020
284,,,,,,16,33,3,12,4,8,1,1,6,7,0,2,,,1,2,1,1,5,9,8,6,4,4,1,3,,,5,,,9,HUN,JPN,1,Team,OLY2020
285,CARD,Devon,10:27,10,27,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,1,,,3,RSA,USA,0,Player,OLY2020
286,REZELMAN,Timothy,17:13,17,13,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RSA,USA,0,Player,OLY2020
287,BADENHORST,Nardus,12:25,12,25,1,4,,,0,3,,,1,1,,,,,,,,,,,,,,,,,,,,,,0,RSA,USA,0,Player,OLY2020
288,LAURENSON,Cameron Bain,19:08,19,8,0,1,0,1,,,,,,,,,,,,,,,,,1,,,,3,,,,,,,3,RSA,USA,0,Player,OLY2020
289,STONE,Ross,26:39:00,26,39,0,4,0,2,,,,,0,2,,,,,,,,,1,,2,1,0,1,,,,,,,1,1,RSA,USA,0,Player,OLY2020
290,EVEZARD,Jason,24:19:00,24,19,1,5,1,5,,,,,,,,,,,,,,,,1,,,1,2,,,,,,,,0,RSA,USA,0,Player,OLY2020
291,RODDA,Nicholas,26:30:00,26,30,0,6,0,5,,,,,,,0,1,,,,,,,,1,1,1,0,1,,,,1,,,,1,RSA,USA,0,Player,OLY2020
292,MARGRO,Yaseen,15:43,15,43,1,2,,,,,,,0,1,,,,,,,1,1,,1,,,,,,1,,,1,,1,3,RSA,USA,0,Player,OLY2020
293,MAYMAN,Mogamad Farouk,15:30,15,30,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,1,RSA,USA,0,Player,OLY2020
294,NEILL,Liam,15:48,15,48,0,1,,,0,1,,,,,,,,,,,,,2,1,,,,,,,,,,,,0,RSA,USA,0,Player,OLY2020
295,STEWART,Donn,8:18,8,18,0,3,0,3,,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,3,RSA,USA,0,Player,OLY2020
296,MAY,Gareth,32:00:00,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RSA,USA,0,Player,OLY2020
297,,,,,,3,27,1,17,0,4,,,1,4,0,1,,,,,1,1,9,4,5,2,1,4,7,1,,1,3,,3,15,RSA,USA,0,Team,OLY2020
298,WOLF,Alex,32:00:00,32,0,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,0,USA,RSA,1,Player,OLY2020
299,HOOPER,Johnny,18:54,18,54,3,9,0,1,,,,,1,3,,,,,2,2,0,3,,,,1,3,3,,,,,,,,0,USA,RSA,1,Player,OLY2020
300,VAVIC,Marko,18:30,18,30,1,2,1,1,,,0,1,,,,,,,,,,,,1,,,,,,,,,,,,0,USA,RSA,1,Player,OLY2020
301,OBERT,Alex,15:08,15,8,0,1,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,USA,RSA,1,Player,OLY2020
302,DAUBE,Hannes,22:08,22,8,2,3,,,,,,,1,1,1,1,,,0,1,,,,,2,,,,1,,,,,,,1,USA,RSA,1,Player,OLY2020
303,CUPIDO,Luca,21:25,21,25,1,1,,,1,1,,,,,,,,,,,,,1,1,,1,,,,,,,,,,0,USA,RSA,1,Player,OLY2020
304,HALLOCK,Ben,17:07,17,7,4,9,,,2,7,,,2,2,,,,,,,,,1,1,3,1,,,,,,,,,,0,USA,RSA,1,Player,OLY2020
305,WOODHEAD,Dylan,11:23,11,23,2,2,,,,,,,1,1,,,,,,,1,1,,,,,,,2,,,,,,,2,USA,RSA,1,Player,OLY2020
306,BOWEN,Alex,16:54,16,54,2,2,1,1,,,,,1,1,,,,,,,,,,1,,,,,,,,,,,,0,USA,RSA,1,Player,OLY2020
307,STEVENSON,Ben,17:49,17,49,3,3,1,1,,,,,1,1,,,,,,,1,1,,1,1,1,0,1,,,,,,,,0,USA,RSA,1,Player,OLY2020
308,SMITH,Jesse,10:48,10,48,0,2,0,1,,,,,,,,,,,,,0,1,,,,,,,1,,,,,,,1,USA,RSA,1,Player,OLY2020
309,IRVING,Max,21:54,21,54,2,2,1,1,,,,,1,1,,,,,,,,,,1,,1,,,,,,,,,,0,USA,RSA,1,Player,OLY2020
310,,,,,,20,36,4,6,3,9,0,1,8,10,1,1,,,2,3,2,6,2,8,6,5,3,4,4,,,,,,,4,USA,RSA,1,Team,OLY2020
311,ZERDEVAS,Emmanouil,32:00:00,32,0,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,GRE,JPN,1,Player,OLY2020
312,GENIDOUNIAS,Konstantinos,29:45:00,29,45,3,11,2,7,,,,,1,2,,,0,1,,,0,1,,1,1,2,1,2,,,,,,,,0,GRE,JPN,1,Player,OLY2020
313,SKOUMPAKIS,Dimitrios,9:49,9,49,1,1,,,1,1,,,,,,,,,,,,,1,1,,,,,1,,,,,,,1,GRE,JPN,1,Player,OLY2020
314,KAPOTSIS,Marios,28:00:00,28,0,3,3,,,,,,,3,3,,,,,,,,,1,1,1,1,,,,,,,1,,,1,GRE,JPN,1,Player,OLY2020
315,FOUNTOULIS,Ioannis,11:28,11,28,0,1,,,,,,,,,,,,,,,0,1,,,1,,,,1,,,1,,,1,3,GRE,JPN,1,Player,OLY2020
316,PAPANASTASIOU,Alexandros,13:34,13,34,0,1,0,1,,,,,,,,,,,,,,,,,1,1,1,1,2,,,,,,,2,GRE,JPN,1,Player,OLY2020
317,DERVISIS,Georgios,21:16,21,16,,,,,,,,,,,,,,,,,,,1,1,,2,0,1,1,,,1,,,,2,GRE,JPN,1,Player,OLY2020
318,ARGYROPOULOS KANAKAKIS,Stylianos,26:26:00,26,26,1,5,0,2,,,,,1,3,,,,,,,,,1,,,1,,,2,,,,,,,2,GRE,JPN,1,Player,OLY2020
319,MOURIKIS,Konstantinos,8:47,8,47,1,1,,,1,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,0,GRE,JPN,1,Player,OLY2020
320,KOLOMVOS,Christodoulos,9:28,9,28,1,2,0,1,,,,,1,1,,,,,,,,,1,2,,,,,1,,,,,1,,2,GRE,JPN,1,Player,OLY2020
321,GKIOUVETSIS,Konstantinos,12:13,12,13,0,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,GRE,JPN,1,Player,OLY2020
322,VLACHOPOULOS,Angelos,21:14,21,14,0,3,0,3,,,,,,,,,,,,,,,1,,4,1,,,2,1,,,,,,3,GRE,JPN,1,Player,OLY2020
323,,,,,,10,30,2,16,2,2,,,6,9,,,0,1,,,0,2,8,7,9,8,2,4,10,1,,2,1,1,1,16,GRE,JPN,1,Team,OLY2020
324,TANAMURA,Katsuyuki,32:00:00,32,0,,,,,,,,,,,,,,,,,,,,2,1,,,,,1,,,,,,1,JPN,GRE,0,Player,OLY2020
325,ADACHI,Seiya,20:57,20,57,3,6,1,2,,,,,0,2,1,1,,,,,1,1,1,,,,1,2,,,,,,,,0,JPN,GRE,0,Player,OLY2020
326,KOPPU,Harukiirario,21:53,21,53,,,,,,,,,,,,,,,,,,,,,,1,,,3,,,,,,,3,JPN,GRE,0,Player,OLY2020
327,SHIGA,Mitsuaki,21:07,21,7,0,1,,,,,,,0,1,,,,,,,,,,,,,,,,1,,,,,,1,JPN,GRE,0,Player,OLY2020
328,YOSHIDA,Takuma,22:16,22,16,1,5,0,2,,,,,0,2,,,,,,,1,1,,,,,,,,,,,,,,0,JPN,GRE,0,Player,OLY2020
329,SUZUKI,Toi,8:50,8,50,0,2,,,,,,,0,2,,,,,,,,,,,,,0,1,,,,,,,,0,JPN,GRE,0,Player,OLY2020
330,SHIMIZU,Yusuke,6:45,6,45,0,1,,,,,,,0,1,,,,,,,,,1,,,,,,,,,,,,,0,JPN,GRE,0,Player,OLY2020
331,TAKATA,Mitsuru,13:33,13,33,,,,,,,,,,,,,,,,,,,1,,2,1,,,2,,,,,,,2,JPN,GRE,0,Player,OLY2020
332,ARAI,Atsushi,27:18:00,27,18,2,4,0,1,,,,,2,3,,,,,,,,,,1,2,1,1,1,1,,,,,1,,2,JPN,GRE,0,Player,OLY2020
333,INABA,Yusuke,23:42,23,42,2,7,1,3,,,,,0,2,,,0,1,1,1,,,1,,,,,,,,,,,,,0,JPN,GRE,0,Player,OLY2020
